"","Date","Country","Currency","year_week","WeeklyRate"
"1920",2020-04-14,"New Zealand","NZD","2020 15",1.811
"1921",2020-04-07,"New Zealand","NZD","2020 14",1.8342
"1922",2020-03-31,"New Zealand","NZD","2020 13",1.84758
"1923",2020-03-24,"New Zealand","NZD","2020 12",1.87532
"1924",2020-03-17,"New Zealand","NZD","2020 11",1.82326
"1925",2020-03-10,"New Zealand","NZD","2020 10",1.78592
"1926",2020-03-03,"New Zealand","NZD","2020 9",1.75346
"1927",2020-02-25,"New Zealand","NZD","2020 8",1.70576
"1928",2020-02-18,"New Zealand","NZD","2020 7",1.68632
"1929",2020-02-11,"New Zealand","NZD","2020 6",1.70514
"1930",2020-02-04,"New Zealand","NZD","2020 5",1.70264
"1931",2020-01-28,"New Zealand","NZD","2020 4",1.67842
"1932",2020-01-21,"New Zealand","NZD","2020 3",1.68126
"1933",2020-01-14,"New Zealand","NZD","2020 2",1.67752
"1934",2020-01-07,"New Zealand","NZD","2020 1",1.676425
"1935",2019-12-31,"New Zealand","NZD","2019 53",1.6653
"1936",2019-12-30,"New Zealand","NZD","2019 52",1.66696666666667
"1937",2019-12-23,"New Zealand","NZD","2019 51",1.6867
"1938",2019-12-16,"New Zealand","NZD","2019 50",1.69014
"1939",2019-12-09,"New Zealand","NZD","2019 49",1.69506
"1940",2019-12-02,"New Zealand","NZD","2019 48",1.71062
"1941",2019-11-25,"New Zealand","NZD","2019 47",1.72286
"1942",2019-11-18,"New Zealand","NZD","2019 46",1.72726
"1943",2019-11-11,"New Zealand","NZD","2019 45",1.73762
"1944",2019-11-04,"New Zealand","NZD","2019 44",1.74056
"1945",2019-10-28,"New Zealand","NZD","2019 43",1.74114
"1946",2019-10-21,"New Zealand","NZD","2019 42",1.75376
"1947",2019-10-14,"New Zealand","NZD","2019 41",1.74248
"1948",2019-10-07,"New Zealand","NZD","2019 40",1.74526
"1949",2019-09-30,"New Zealand","NZD","2019 39",1.73882
"1950",2019-09-23,"New Zealand","NZD","2019 38",1.74966
"1951",2019-09-16,"New Zealand","NZD","2019 37",1.72102
"1952",2019-09-09,"New Zealand","NZD","2019 36",1.7274
"1953",2019-09-02,"New Zealand","NZD","2019 35",1.74432
"1954",2019-08-26,"New Zealand","NZD","2019 34",1.7353
"1955",2019-08-19,"New Zealand","NZD","2019 33",1.73264
"1956",2019-08-12,"New Zealand","NZD","2019 32",1.7285
"1957",2019-08-05,"New Zealand","NZD","2019 31",1.69516
"1958",2019-07-29,"New Zealand","NZD","2019 30",1.66754
"1959",2019-07-22,"New Zealand","NZD","2019 29",1.66274
"1960",2019-07-15,"New Zealand","NZD","2019 28",1.6889
"1961",2019-07-08,"New Zealand","NZD","2019 27",1.69054
"1962",2019-07-01,"New Zealand","NZD","2019 26",1.70082
"1963",2019-06-24,"New Zealand","NZD","2019 25",1.72056
"1964",2019-06-17,"New Zealand","NZD","2019 24",1.72226
"1965",2019-06-10,"New Zealand","NZD","2019 23",1.7018
"1966",2019-06-03,"New Zealand","NZD","2019 22",1.70926
"1967",2019-05-27,"New Zealand","NZD","2019 21",1.71372
"1968",2019-05-20,"New Zealand","NZD","2019 20",1.70728
"1969",2019-05-13,"New Zealand","NZD","2019 19",1.70154
"1970",2019-05-06,"New Zealand","NZD","2019 18",1.687825
"1971",2019-04-29,"New Zealand","NZD","2019 17",1.68328
"1972",2019-04-18,"New Zealand","NZD","2019 16",1.6772
"1973",2019-04-15,"New Zealand","NZD","2019 15",1.67194
"1974",2019-04-08,"New Zealand","NZD","2019 14",1.661
"1975",2019-04-01,"New Zealand","NZD","2019 13",1.6476
"1976",2019-03-25,"New Zealand","NZD","2019 12",1.64936
"1977",2019-03-18,"New Zealand","NZD","2019 11",1.65256
"1978",2019-03-11,"New Zealand","NZD","2019 10",1.66028
"1979",2019-03-04,"New Zealand","NZD","2019 9",1.66204
"1980",2019-02-25,"New Zealand","NZD","2019 8",1.65638
"1981",2019-02-18,"New Zealand","NZD","2019 7",1.65512
"1982",2019-02-11,"New Zealand","NZD","2019 6",1.67062
"1983",2019-02-04,"New Zealand","NZD","2019 5",1.6645
"1984",2019-01-28,"New Zealand","NZD","2019 4",1.67528
"1985",2019-01-21,"New Zealand","NZD","2019 3",1.6841
"1986",2019-01-14,"New Zealand","NZD","2019 2",1.69214
"1987",2019-01-07,"New Zealand","NZD","2019 1",1.7026
"1988",2018-12-31,"New Zealand","NZD","2018 53",1.7056
"1989",2018-12-28,"New Zealand","NZD","2018 52",1.69993333333333
"1990",2018-12-21,"New Zealand","NZD","2018 51",1.67326
"1991",2018-12-14,"New Zealand","NZD","2018 50",1.65714
"1992",2018-12-07,"New Zealand","NZD","2018 49",1.6451
"1993",2018-11-30,"New Zealand","NZD","2018 48",1.66196
"1994",2018-11-23,"New Zealand","NZD","2018 47",1.672
"1995",2018-11-16,"New Zealand","NZD","2018 46",1.66576
"1996",2018-11-09,"New Zealand","NZD","2018 45",1.69594
"1997",2018-11-02,"New Zealand","NZD","2018 44",1.72832
"1998",2018-10-26,"New Zealand","NZD","2018 43",1.74844
"1999",2018-10-19,"New Zealand","NZD","2018 42",1.75582
"2000",2018-10-12,"New Zealand","NZD","2018 41",1.77982
"2001",2018-10-05,"New Zealand","NZD","2018 40",1.76404
"2002",2018-09-28,"New Zealand","NZD","2018 39",1.76316
"2003",2018-09-21,"New Zealand","NZD","2018 38",1.76854
"2004",2018-09-14,"New Zealand","NZD","2018 37",1.77544
"2005",2018-09-07,"New Zealand","NZD","2018 36",1.76262
"2006",2018-08-31,"New Zealand","NZD","2018 35",1.7473
"2007",2018-08-24,"New Zealand","NZD","2018 34",1.73182
"2008",2018-08-17,"New Zealand","NZD","2018 33",1.728
"2009",2018-08-10,"New Zealand","NZD","2018 32",1.72666
"2010",2018-08-03,"New Zealand","NZD","2018 31",1.71878
"2011",2018-07-27,"New Zealand","NZD","2018 30",1.71868
"2012",2018-07-20,"New Zealand","NZD","2018 29",1.72216
"2013",2018-07-13,"New Zealand","NZD","2018 28",1.72344
"2014",2018-07-06,"New Zealand","NZD","2018 27",1.7251
"2015",2018-06-29,"New Zealand","NZD","2018 26",1.70746
"2016",2018-06-22,"New Zealand","NZD","2018 25",1.68076
"2017",2018-06-15,"New Zealand","NZD","2018 24",1.6718
"2018",2018-06-08,"New Zealand","NZD","2018 23",1.6703
"2019",2018-06-01,"New Zealand","NZD","2018 22",1.67142
"2020",2018-05-25,"New Zealand","NZD","2018 21",1.69652
"2021",2018-05-18,"New Zealand","NZD","2018 20",1.71514
"2022",2018-05-11,"New Zealand","NZD","2018 19",1.70562
"2023",2018-05-04,"New Zealand","NZD","2018 18",1.7089
"2024",2018-04-27,"New Zealand","NZD","2018 17",1.71456
"2025",2018-04-20,"New Zealand","NZD","2018 16",1.69144
"2026",2018-04-13,"New Zealand","NZD","2018 15",1.67784
"2027",2018-04-06,"New Zealand","NZD","2018 14",1.687425
"2028",2018-03-29,"New Zealand","NZD","2018 13",1.706075
"2029",2018-03-23,"New Zealand","NZD","2018 12",1.70636
"2030",2018-03-16,"New Zealand","NZD","2018 11",1.68932
"2031",2018-03-09,"New Zealand","NZD","2018 10",1.70214
"2032",2018-03-02,"New Zealand","NZD","2018 9",1.691
"2033",2018-02-23,"New Zealand","NZD","2018 8",1.67962
"2034",2018-02-16,"New Zealand","NZD","2018 7",1.68988
"2035",2018-02-09,"New Zealand","NZD","2018 6",1.6959
"2036",2018-02-02,"New Zealand","NZD","2018 5",1.6905
"2037",2018-01-26,"New Zealand","NZD","2018 4",1.67846
"2038",2018-01-19,"New Zealand","NZD","2018 3",1.68052
"2039",2018-01-12,"New Zealand","NZD","2018 2",1.66672
"2040",2018-01-05,"New Zealand","NZD","2018 1",1.692275
"2041",2017-12-29,"New Zealand","NZD","2017 52",1.68436666666667
"2042",2017-12-22,"New Zealand","NZD","2017 51",1.69014
"2043",2017-12-15,"New Zealand","NZD","2017 50",1.69256
"2044",2017-12-08,"New Zealand","NZD","2017 49",1.72048
"2045",2017-12-01,"New Zealand","NZD","2017 48",1.72542
"2046",2017-11-24,"New Zealand","NZD","2017 47",1.72122
"2047",2017-11-17,"New Zealand","NZD","2017 46",1.7138
"2048",2017-11-10,"New Zealand","NZD","2017 45",1.67466
"2049",2017-11-03,"New Zealand","NZD","2017 44",1.68958
"2050",2017-10-27,"New Zealand","NZD","2017 43",1.70124
"2051",2017-10-20,"New Zealand","NZD","2017 42",1.66058
"2052",2017-10-13,"New Zealand","NZD","2017 41",1.6643
"2053",2017-10-06,"New Zealand","NZD","2017 40",1.64076
"2054",2017-09-29,"New Zealand","NZD","2017 39",1.63386
"2055",2017-09-22,"New Zealand","NZD","2017 38",1.6336
"2056",2017-09-15,"New Zealand","NZD","2017 37",1.64354
"2057",2017-09-08,"New Zealand","NZD","2017 36",1.6553
"2058",2017-09-01,"New Zealand","NZD","2017 35",1.65358
"2059",2017-08-25,"New Zealand","NZD","2017 34",1.62576
"2060",2017-08-18,"New Zealand","NZD","2017 33",1.60974
"2061",2017-08-11,"New Zealand","NZD","2017 32",1.60742
"2062",2017-08-04,"New Zealand","NZD","2017 31",1.58652
"2063",2017-07-28,"New Zealand","NZD","2017 30",1.56588
"2064",2017-07-21,"New Zealand","NZD","2017 29",1.56516
"2065",2017-07-14,"New Zealand","NZD","2017 28",1.56962
"2066",2017-07-07,"New Zealand","NZD","2017 27",1.56238
"2067",2017-06-30,"New Zealand","NZD","2017 26",1.5531
"2068",2017-06-23,"New Zealand","NZD","2017 25",1.53934
"2069",2017-06-16,"New Zealand","NZD","2017 24",1.5502
"2070",2017-06-09,"New Zealand","NZD","2017 23",1.56314
"2071",2017-06-02,"New Zealand","NZD","2017 22",1.58122
"2072",2017-05-26,"New Zealand","NZD","2017 21",1.59514
"2073",2017-05-19,"New Zealand","NZD","2017 20",1.60758
"2074",2017-05-12,"New Zealand","NZD","2017 19",1.5803
"2075",2017-05-05,"New Zealand","NZD","2017 18",1.58465
"2076",2017-04-28,"New Zealand","NZD","2017 17",1.57226
"2077",2017-04-21,"New Zealand","NZD","2017 16",1.526175
"2078",2017-04-13,"New Zealand","NZD","2017 15",1.52555
"2079",2017-04-07,"New Zealand","NZD","2017 14",1.5265
"2080",2017-03-31,"New Zealand","NZD","2017 13",1.53608
"2081",2017-03-24,"New Zealand","NZD","2017 12",1.53274
"2082",2017-03-17,"New Zealand","NZD","2017 11",1.5344
"2083",2017-03-10,"New Zealand","NZD","2017 10",1.52152
"2084",2017-03-03,"New Zealand","NZD","2017 9",1.4807
"2085",2017-02-24,"New Zealand","NZD","2017 8",1.47098
"2086",2017-02-17,"New Zealand","NZD","2017 7",1.47694
"2087",2017-02-10,"New Zealand","NZD","2017 6",1.47008
"2088",2017-02-03,"New Zealand","NZD","2017 5",1.47476
"2089",2017-01-27,"New Zealand","NZD","2017 4",1.48106
"2090",2017-01-20,"New Zealand","NZD","2017 3",1.48758
"2091",2017-01-13,"New Zealand","NZD","2017 2",1.50382
"2092",2017-01-06,"New Zealand","NZD","2017 1",1.50606
"2093",2016-12-30,"New Zealand","NZD","2016 53",1.5158
"2094",2016-12-29,"New Zealand","NZD","2016 52",1.511325
"2095",2016-12-22,"New Zealand","NZD","2016 51",1.50214
"2096",2016-12-15,"New Zealand","NZD","2016 50",1.4751
"2097",2016-12-08,"New Zealand","NZD","2016 49",1.50298
"2098",2016-12-01,"New Zealand","NZD","2016 48",1.49724
"2099",2016-11-24,"New Zealand","NZD","2016 47",1.50644
"2100",2016-11-17,"New Zealand","NZD","2016 46",1.51644
"2101",2016-11-10,"New Zealand","NZD","2016 45",1.51084
"2102",2016-11-03,"New Zealand","NZD","2016 44",1.52634
"2103",2016-10-27,"New Zealand","NZD","2016 43",1.5231
"2104",2016-10-20,"New Zealand","NZD","2016 42",1.53276
"2105",2016-10-13,"New Zealand","NZD","2016 41",1.56276
"2106",2016-10-06,"New Zealand","NZD","2016 40",1.54818
"2107",2016-09-29,"New Zealand","NZD","2016 39",1.54492
"2108",2016-09-22,"New Zealand","NZD","2016 38",1.5273
"2109",2016-09-15,"New Zealand","NZD","2016 37",1.53766
"2110",2016-09-08,"New Zealand","NZD","2016 36",1.51996
"2111",2016-09-01,"New Zealand","NZD","2016 35",1.53986
"2112",2016-08-25,"New Zealand","NZD","2016 34",1.55092
"2113",2016-08-18,"New Zealand","NZD","2016 33",1.55314
"2114",2016-08-11,"New Zealand","NZD","2016 32",1.54702
"2115",2016-08-04,"New Zealand","NZD","2016 31",1.55426
"2116",2016-07-28,"New Zealand","NZD","2016 30",1.5659
"2117",2016-07-21,"New Zealand","NZD","2016 29",1.5644
"2118",2016-07-14,"New Zealand","NZD","2016 28",1.52566
"2119",2016-07-07,"New Zealand","NZD","2016 27",1.54752
"2120",2016-06-30,"New Zealand","NZD","2016 26",1.56068
"2121",2016-06-23,"New Zealand","NZD","2016 25",1.58388
"2122",2016-06-16,"New Zealand","NZD","2016 24",1.59588
"2123",2016-06-09,"New Zealand","NZD","2016 23",1.62294
"2124",2016-06-02,"New Zealand","NZD","2016 22",1.65146
"2125",2016-05-26,"New Zealand","NZD","2016 21",1.65598
"2126",2016-05-19,"New Zealand","NZD","2016 20",1.6656
"2127",2016-05-12,"New Zealand","NZD","2016 19",1.67638
"2128",2016-05-05,"New Zealand","NZD","2016 18",1.65086
"2129",2016-04-28,"New Zealand","NZD","2016 17",1.63942
"2130",2016-04-21,"New Zealand","NZD","2016 16",1.62514
"2131",2016-04-14,"New Zealand","NZD","2016 15",1.65396
"2132",2016-04-07,"New Zealand","NZD","2016 14",1.66678
"2133",2016-03-31,"New Zealand","NZD","2016 13",1.64546666666667
"2134",2016-03-24,"New Zealand","NZD","2016 12",1.66284
"2135",2016-03-17,"New Zealand","NZD","2016 11",1.66484
"2136",2016-03-10,"New Zealand","NZD","2016 10",1.6243
"2137",2016-03-03,"New Zealand","NZD","2016 9",1.6408
"2138",2016-02-25,"New Zealand","NZD","2016 8",1.65682
"2139",2016-02-18,"New Zealand","NZD","2016 7",1.68596
"2140",2016-02-11,"New Zealand","NZD","2016 6",1.68862
"2141",2016-02-04,"New Zealand","NZD","2016 5",1.6737
"2142",2016-01-28,"New Zealand","NZD","2016 4",1.67448
"2143",2016-01-21,"New Zealand","NZD","2016 3",1.69604
"2144",2016-01-14,"New Zealand","NZD","2016 2",1.65992
"2145",2016-01-07,"New Zealand","NZD","2016 1",1.619425
"2146",2022-01-19,"Poland","PLN","2022 3",4.52483333333333
"2147",2022-01-14,"Poland","PLN","2022 2",4.53812
"2148",2022-01-07,"Poland","PLN","2022 1",4.56676
"2149",2021-12-31,"Poland","PLN","2021 53",4.5969
"2150",2021-12-30,"Poland","PLN","2021 52",4.606
"2151",2021-12-23,"Poland","PLN","2021 51",4.63296
"2152",2021-12-16,"Poland","PLN","2021 50",4.62388
"2153",2021-12-09,"Poland","PLN","2021 49",4.59592
"2154",2021-12-02,"Poland","PLN","2021 48",4.65908
"2155",2021-11-24,"Poland","PLN","2021 47",4.693075
"2156",2021-11-18,"Poland","PLN","2021 46",4.64966
"2157",2021-11-11,"Poland","PLN","2021 45",4.60672
"2158",2021-11-04,"Poland","PLN","2021 44",4.6092
"2159",2021-10-28,"Poland","PLN","2021 43",4.6114
"2160",2021-10-21,"Poland","PLN","2021 42",4.5808
"2161",2021-10-14,"Poland","PLN","2021 41",4.5873
"2162",2021-10-07,"Poland","PLN","2021 40",4.57784
"2163",2021-09-30,"Poland","PLN","2021 39",4.6127
"2164",2021-09-23,"Poland","PLN","2021 38",4.60928
"2165",2021-09-16,"Poland","PLN","2021 37",4.55482
"2166",2021-09-09,"Poland","PLN","2021 36",4.51978
"2167",2021-09-02,"Poland","PLN","2021 35",4.53896
"2168",2021-08-26,"Poland","PLN","2021 34",4.58226
"2169",2021-08-19,"Poland","PLN","2021 33",4.56928
"2170",2021-08-12,"Poland","PLN","2021 32",4.57394
"2171",2021-08-05,"Poland","PLN","2021 31",4.55356
"2172",2021-07-29,"Poland","PLN","2021 30",4.58464
"2173",2021-07-22,"Poland","PLN","2021 29",4.58708
"2174",2021-07-15,"Poland","PLN","2021 28",4.5642
"2175",2021-07-08,"Poland","PLN","2021 27",4.5192
"2176",2021-07-01,"Poland","PLN","2021 26",4.5152
"2177",2021-06-24,"Poland","PLN","2021 25",4.53242
"2178",2021-06-17,"Poland","PLN","2021 24",4.51246
"2179",2021-06-10,"Poland","PLN","2021 23",4.46882
"2180",2021-06-03,"Poland","PLN","2021 22",4.4711
"2181",2021-05-27,"Poland","PLN","2021 21",4.48778
"2182",2021-05-20,"Poland","PLN","2021 20",4.5246
"2183",2021-05-13,"Poland","PLN","2021 19",4.55624
"2184",2021-05-06,"Poland","PLN","2021 18",4.56766
"2185",2021-04-29,"Poland","PLN","2021 17",4.56702
"2186",2021-04-22,"Poland","PLN","2021 16",4.5527
"2187",2021-04-15,"Poland","PLN","2021 15",4.54794
"2188",2021-04-08,"Poland","PLN","2021 14",4.57276666666667
"2189",2021-04-01,"Poland","PLN","2021 13",4.64258
"2190",2021-03-25,"Poland","PLN","2021 12",4.62174
"2191",2021-03-18,"Poland","PLN","2021 11",4.60206
"2192",2021-03-11,"Poland","PLN","2021 10",4.5821
"2193",2021-03-04,"Poland","PLN","2021 9",4.53272
"2194",2021-02-25,"Poland","PLN","2021 8",4.50356
"2195",2021-02-18,"Poland","PLN","2021 7",4.4941
"2196",2021-02-11,"Poland","PLN","2021 6",4.48804
"2197",2021-02-04,"Poland","PLN","2021 5",4.5039
"2198",2021-01-28,"Poland","PLN","2021 4",4.545
"2199",2021-01-21,"Poland","PLN","2021 3",4.53444
"2200",2021-01-14,"Poland","PLN","2021 2",4.52574
"2201",2021-01-07,"Poland","PLN","2021 1",4.52765
"2202",2020-12-31,"Poland","PLN","2020 53",4.5581
"2203",2020-12-29,"Poland","PLN","2020 52",4.50655
"2204",2020-12-22,"Poland","PLN","2020 51",4.47566
"2205",2020-12-15,"Poland","PLN","2020 50",4.43342
"2206",2020-12-08,"Poland","PLN","2020 49",4.47236
"2207",2020-12-01,"Poland","PLN","2020 48",4.47666
"2208",2020-11-24,"Poland","PLN","2020 47",4.46896
"2209",2020-11-17,"Poland","PLN","2020 46",4.48606
"2210",2020-11-10,"Poland","PLN","2020 45",4.5085
"2211",2020-11-03,"Poland","PLN","2020 44",4.60694
"2212",2020-10-27,"Poland","PLN","2020 43",4.57974
"2213",2020-10-20,"Poland","PLN","2020 42",4.55362
"2214",2020-10-13,"Poland","PLN","2020 41",4.48136
"2215",2020-10-06,"Poland","PLN","2020 40",4.50386
"2216",2020-09-29,"Poland","PLN","2020 39",4.53576
"2217",2020-09-22,"Poland","PLN","2020 38",4.46836
"2218",2020-09-15,"Poland","PLN","2020 37",4.4491
"2219",2020-09-08,"Poland","PLN","2020 36",4.43912
"2220",2020-09-01,"Poland","PLN","2020 35",4.39768
"2221",2020-08-25,"Poland","PLN","2020 34",4.3948
"2222",2020-08-18,"Poland","PLN","2020 33",4.39642
"2223",2020-08-11,"Poland","PLN","2020 32",4.40256
"2224",2020-08-04,"Poland","PLN","2020 31",4.41128
"2225",2020-07-28,"Poland","PLN","2020 30",4.4109
"2226",2020-07-21,"Poland","PLN","2020 29",4.46794
"2227",2020-07-14,"Poland","PLN","2020 28",4.47404
"2228",2020-07-07,"Poland","PLN","2020 27",4.46764
"2229",2020-06-30,"Poland","PLN","2020 26",4.46082
"2230",2020-06-23,"Poland","PLN","2020 25",4.44988
"2231",2020-06-16,"Poland","PLN","2020 24",4.44722
"2232",2020-06-09,"Poland","PLN","2020 23",4.43458
"2233",2020-06-02,"Poland","PLN","2020 22",4.4276
"2234",2020-05-26,"Poland","PLN","2020 21",4.5097
"2235",2020-05-19,"Poland","PLN","2020 20",4.56116
"2236",2020-05-12,"Poland","PLN","2020 19",4.54766
"2237",2020-05-05,"Poland","PLN","2020 18",4.54405
"2238",2020-04-28,"Poland","PLN","2020 17",4.53534
"2239",2020-04-21,"Poland","PLN","2020 16",4.52834
"2240",2020-04-14,"Poland","PLN","2020 15",4.55003333333333
"2241",2020-04-07,"Poland","PLN","2020 14",4.56552
"2242",2020-03-31,"Poland","PLN","2020 13",4.55772
"2243",2020-03-24,"Poland","PLN","2020 12",4.56262
"2244",2020-03-17,"Poland","PLN","2020 11",4.38094
"2245",2020-03-10,"Poland","PLN","2020 10",4.30862
"2246",2020-03-03,"Poland","PLN","2020 9",4.31838
"2247",2020-02-25,"Poland","PLN","2020 8",4.28746
"2248",2020-02-18,"Poland","PLN","2020 7",4.25846
"2249",2020-02-11,"Poland","PLN","2020 6",4.2564
"2250",2020-02-04,"Poland","PLN","2020 5",4.2888
"2251",2020-01-28,"Poland","PLN","2020 4",4.25656
"2252",2020-01-21,"Poland","PLN","2020 3",4.23654
"2253",2020-01-14,"Poland","PLN","2020 2",4.2376
"2254",2020-01-07,"Poland","PLN","2020 1",4.247725
"2255",2019-12-31,"Poland","PLN","2019 53",4.2568
"2256",2019-12-30,"Poland","PLN","2019 52",4.2612
"2257",2019-12-23,"Poland","PLN","2019 51",4.2624
"2258",2019-12-16,"Poland","PLN","2019 50",4.27982
"2259",2019-12-09,"Poland","PLN","2019 49",4.27998
"2260",2019-12-02,"Poland","PLN","2019 48",4.31044
"2261",2019-11-25,"Poland","PLN","2019 47",4.29442
"2262",2019-11-18,"Poland","PLN","2019 46",4.28494
"2263",2019-11-11,"Poland","PLN","2019 45",4.26672
"2264",2019-11-04,"Poland","PLN","2019 44",4.26052
"2265",2019-10-28,"Poland","PLN","2019 43",4.27652
"2266",2019-10-21,"Poland","PLN","2019 42",4.28794
"2267",2019-10-14,"Poland","PLN","2019 41",4.31466
"2268",2019-10-07,"Poland","PLN","2019 40",4.34868
"2269",2019-09-30,"Poland","PLN","2019 39",4.38492
"2270",2019-09-23,"Poland","PLN","2019 38",4.35134
"2271",2019-09-16,"Poland","PLN","2019 37",4.32934
"2272",2019-09-09,"Poland","PLN","2019 36",4.34372
"2273",2019-09-02,"Poland","PLN","2019 35",4.37764
"2274",2019-08-26,"Poland","PLN","2019 34",4.35792
"2275",2019-08-19,"Poland","PLN","2019 33",4.36106
"2276",2019-08-12,"Poland","PLN","2019 32",4.31972
"2277",2019-08-05,"Poland","PLN","2019 31",4.29918
"2278",2019-07-29,"Poland","PLN","2019 30",4.25984
"2279",2019-07-22,"Poland","PLN","2019 29",4.25686
"2280",2019-07-15,"Poland","PLN","2019 28",4.26692
"2281",2019-07-08,"Poland","PLN","2019 27",4.2455
"2282",2019-07-01,"Poland","PLN","2019 26",4.25256
"2283",2019-06-24,"Poland","PLN","2019 25",4.25894
"2284",2019-06-17,"Poland","PLN","2019 24",4.25998
"2285",2019-06-10,"Poland","PLN","2019 23",4.27442
"2286",2019-06-03,"Poland","PLN","2019 22",4.29024
"2287",2019-05-27,"Poland","PLN","2019 21",4.30142
"2288",2019-05-20,"Poland","PLN","2019 20",4.30232
"2289",2019-05-13,"Poland","PLN","2019 19",4.29432
"2290",2019-05-06,"Poland","PLN","2019 18",4.283825
"2291",2019-04-29,"Poland","PLN","2019 17",4.29064
"2292",2019-04-18,"Poland","PLN","2019 16",4.27536666666667
"2293",2019-04-15,"Poland","PLN","2019 15",4.28142
"2294",2019-04-08,"Poland","PLN","2019 14",4.29118
"2295",2019-04-01,"Poland","PLN","2019 13",4.29632
"2296",2019-03-25,"Poland","PLN","2019 12",4.28772
"2297",2019-03-18,"Poland","PLN","2019 11",4.30094
"2298",2019-03-11,"Poland","PLN","2019 10",4.29998
"2299",2019-03-04,"Poland","PLN","2019 9",4.31204
"2300",2019-02-25,"Poland","PLN","2019 8",4.33736
"2301",2019-02-18,"Poland","PLN","2019 7",4.3305
"2302",2019-02-11,"Poland","PLN","2019 6",4.30078
"2303",2019-02-04,"Poland","PLN","2019 5",4.28344
"2304",2019-01-28,"Poland","PLN","2019 4",4.28732
"2305",2019-01-21,"Poland","PLN","2019 3",4.28968
"2306",2019-01-14,"Poland","PLN","2019 2",4.2976
"2307",2019-01-07,"Poland","PLN","2019 1",4.2951
"2308",2018-12-31,"Poland","PLN","2018 53",4.3014
"2309",2018-12-28,"Poland","PLN","2018 52",4.29403333333333
"2310",2018-12-21,"Poland","PLN","2018 51",4.28486
"2311",2018-12-14,"Poland","PLN","2018 50",4.29578
"2312",2018-12-07,"Poland","PLN","2018 49",4.28468
"2313",2018-11-30,"Poland","PLN","2018 48",4.29182
"2314",2018-11-23,"Poland","PLN","2018 47",4.30836
"2315",2018-11-16,"Poland","PLN","2018 46",4.29916
"2316",2018-11-09,"Poland","PLN","2018 45",4.29898
"2317",2018-11-02,"Poland","PLN","2018 44",4.32704
"2318",2018-10-26,"Poland","PLN","2018 43",4.30378
"2319",2018-10-19,"Poland","PLN","2018 42",4.29556
"2320",2018-10-12,"Poland","PLN","2018 41",4.3087
"2321",2018-10-05,"Poland","PLN","2018 40",4.2955
"2322",2018-09-28,"Poland","PLN","2018 39",4.28636
"2323",2018-09-21,"Poland","PLN","2018 38",4.2957
"2324",2018-09-14,"Poland","PLN","2018 37",4.31018
"2325",2018-09-07,"Poland","PLN","2018 36",4.31022
"2326",2018-08-31,"Poland","PLN","2018 35",4.28132
"2327",2018-08-24,"Poland","PLN","2018 34",4.29018
"2328",2018-08-17,"Poland","PLN","2018 33",4.30998
"2329",2018-08-10,"Poland","PLN","2018 32",4.27002
"2330",2018-08-03,"Poland","PLN","2018 31",4.2739
"2331",2018-07-27,"Poland","PLN","2018 30",4.30256
"2332",2018-07-20,"Poland","PLN","2018 29",4.31264
"2333",2018-07-13,"Poland","PLN","2018 28",4.32216
"2334",2018-07-06,"Poland","PLN","2018 27",4.377
"2335",2018-06-29,"Poland","PLN","2018 26",4.35012
"2336",2018-06-22,"Poland","PLN","2018 25",4.3115
"2337",2018-06-15,"Poland","PLN","2018 24",4.27334
"2338",2018-06-08,"Poland","PLN","2018 23",4.27766
"2339",2018-06-01,"Poland","PLN","2018 22",4.31036
"2340",2018-05-25,"Poland","PLN","2018 21",4.30418
"2341",2018-05-18,"Poland","PLN","2018 20",4.28408
"2342",2018-05-11,"Poland","PLN","2018 19",4.26024
"2343",2018-05-04,"Poland","PLN","2018 18",4.25475
"2344",2018-04-27,"Poland","PLN","2018 17",4.21302
"2345",2018-04-20,"Poland","PLN","2018 16",4.16534
"2346",2018-04-13,"Poland","PLN","2018 15",4.18808
"2347",2018-04-06,"Poland","PLN","2018 14",4.20365
"2348",2018-03-29,"Poland","PLN","2018 13",4.21685
"2349",2018-03-23,"Poland","PLN","2018 12",4.22582
"2350",2018-03-16,"Poland","PLN","2018 11",4.209
"2351",2018-03-09,"Poland","PLN","2018 10",4.19446
"2352",2018-03-02,"Poland","PLN","2018 9",4.1789
"2353",2018-02-23,"Poland","PLN","2018 8",4.16066
"2354",2018-02-16,"Poland","PLN","2018 7",4.16754
"2355",2018-02-09,"Poland","PLN","2018 6",4.16844
"2356",2018-02-02,"Poland","PLN","2018 5",4.14944
"2357",2018-01-26,"Poland","PLN","2018 4",4.15714
"2358",2018-01-19,"Poland","PLN","2018 3",4.16986
"2359",2018-01-12,"Poland","PLN","2018 2",4.17558
"2360",2018-01-05,"Poland","PLN","2018 1",4.15985
"2361",2017-12-29,"Poland","PLN","2017 52",4.18206666666667
"2362",2017-12-22,"Poland","PLN","2017 51",4.20154
"2363",2017-12-15,"Poland","PLN","2017 50",4.2122
"2364",2017-12-08,"Poland","PLN","2017 49",4.20674
"2365",2017-12-01,"Poland","PLN","2017 48",4.20492
"2366",2017-11-24,"Poland","PLN","2017 47",4.21978
"2367",2017-11-17,"Poland","PLN","2017 46",4.2377
"2368",2017-11-10,"Poland","PLN","2017 45",4.23598
"2369",2017-11-03,"Poland","PLN","2017 44",4.23938
