location,country,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,latitude,longitude,vegetables,fruits
guayaquil,unknown,2016-03-31,1459400400,31.1,24,27.2,37.8,24,29.2,24.2,84.78,32.59,,12.5,,,,,18.4,225,1011,84.9,9.4,,,0,06:20:58,1459423258,18:26:18,1459466778,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-01,1459486800,32,24,27.6,39.2,24,30.8,24.1,82.44,18,,8.7,,,,,20.5,129.1,1010.6,81.3,9.4,,,0,06:20:44,1459509644,18:25:57,1459553157,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-02,1459573200,32,25.9,28.4,39.2,25.9,32.2,24.5,79.94,0.9,,4.17,,,,27.7,22.3,78.8,1010.5,82.4,10.1,,,0,06:20:30,1459596030,18:25:36,1459639536,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-03,1459659600,32,25.9,28.2,39.1,25.9,32.1,24.6,81.48,6,,4.35,,,,,14.8,144.8,1011.3,79.8,10.1,,,0,06:20:16,1459682416,18:25:15,1459725915,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-04,1459746000,33.2,26,29,39.3,26,32.4,23.5,73.25,10,,4.17,,,,,22.3,210.3,1010.7,64.2,10.7,,,0,06:20:02,1459768802,18:24:54,1459812294,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-05,1459832400,32,24.9,28.2,37.9,24.9,31.1,23.9,78.65,10.4,,8.33,,,,,16.6,114.9,1010.1,69.5,10.3,,,0,06:19:48,1459855188,18:24:34,1459898674,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-06,1459918800,32,25,27.8,39.2,25,30.8,23.6,78.44,0.3,,4.17,,,,,14.8,155,1008.5,76.5,10,,,0,06:19:34,1459941574,18:24:14,1459985054,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-07,1460005200,32.1,25.8,28.5,39.2,25.8,32.1,23.8,76.01,0,,0,,,,,16.6,178.9,1008.6,77.5,10,,,0,06:19:21,1460027961,18:23:54,1460071434,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-08,1460091600,29,24,26.5,33.6,24,28.4,23.4,83.29,5.52,,8.33,,,,,14.8,177.9,1008.6,93.4,9,,,0,06:19:08,1460114348,18:23:34,1460157814,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-09,1460178000,31,26,28.2,36.6,26,31.9,24.1,78.62,0.4,,4.17,,,,,24.1,166.3,1007.9,89.3,10.2,,,0,06:18:55,1460200735,18:23:15,1460244195,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-10,1460264400,27.8,25,26.5,31.5,25,27.6,23.8,85.26,2.3,,12.5,,,,,14.8,161.1,1010.6,96.6,10.1,,,0,06:18:42,1460287122,18:22:55,1460330575,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-11,1460350800,29,23.9,25.7,33.6,23.9,27,23.5,87.87,36.51,,8.7,,,,,16.6,135.5,1012.6,91.9,7.8,,,0,06:18:30,1460373510,18:22:37,1460416957,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-12,1460437200,30.9,24,27.5,36.3,24,29.8,23.5,79.58,16,,4.17,,,,,20.5,214.7,1012.5,90.3,9.2,,,0,06:18:17,1460459897,18:22:18,1460503338,0.16,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-13,1460523600,31,25.6,27.9,35.2,25.6,30.1,22.4,72.73,0,,0,,,,,20.5,211.5,1010.5,74.4,10.1,,,0,06:18:06,1460546286,18:22:00,1460589720,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-14,1460610000,32,24.7,27.8,36.8,24.7,29.9,21.6,69.71,0,,0,,,,,16.6,182,1008.6,61,10.9,,,0,06:17:54,1460632674,18:21:42,1460676102,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-15,1460696400,28.9,25,26.8,33.2,25,28.5,22.8,78.99,0.9,,8.33,,,,,14.8,98.9,1007.7,90.4,10,,,0,06:17:43,1460719063,18:21:25,1460762485,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-16,1460782800,32.1,25,28.4,35.5,25,30.5,21.7,67.55,0,,0,,,,37.1,20.5,176.3,1008.4,51.3,10.5,,,0,06:17:32,1460805452,18:21:08,1460848868,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-17,1460869200,32,25,28,39.2,25,30.7,23.2,75.26,0.3,,4.35,,,,,159.5,134.2,1009.4,80.9,10.4,,,0,06:17:21,1460891841,18:20:51,1460935251,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-18,1460955600,31.9,25,27.4,36.8,25,29.4,23.3,79.22,3,,4.17,,,,,25.8,197.4,1010.3,82.2,10,,,0,06:17:11,1460978231,18:20:35,1461021635,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-19,1461042000,33,25,28.8,38.1,25,31.8,23.1,72.56,3,,4.17,,,,,18.4,158.3,1009.3,63.3,10,,,0,06:17:02,1461064622,18:20:19,1461108019,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-20,1461128400,32,25,28.8,37.9,25,31.6,22.1,67.85,0,,0,,,,,24.1,156,1008.2,73.9,10.6,,,0,06:16:52,1461151012,18:20:04,1461194404,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-21,1461214800,32,25,28.5,36.6,25,30.7,21.9,68.57,0,,0,,,,,20.5,206.1,1008.5,73.2,10.6,,,0,06:16:43,1461237403,18:19:49,1461280789,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-22,1461301200,32,25,28.5,36.9,25,30.8,22.5,70.97,1.21,,8.33,,,,,22.3,223,1009.4,60.1,10.1,,,0,06:16:35,1461323795,18:19:34,1461367174,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-23,1461387600,32.9,25,27.9,36.7,25,30.3,22.7,74.35,9.18,,12.5,,,,31.7,13,220.8,1010.5,87.5,9.9,,,0,06:16:26,1461410186,18:19:21,1461453561,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-24,1461474000,31,26,27.9,37.8,26,30.7,23,74.83,1.2,,10.53,,,,,18.4,158.3,1011.2,89.2,10,,,0,06:16:19,1461496579,18:19:07,1461539947,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-25,1461560400,32.7,25.1,29.1,37.9,25.1,32.7,23.3,71.73,0,,0,,,,,23.9,196.3,1007.9,58.7,10,,,0,06:16:12,1461582972,18:18:54,1461626334,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-26,1461646800,29,24,26.6,32.8,24,28.2,22.1,76.6,0.53,,8.7,,,,,18.4,146.7,1009.8,90.2,10.2,,,0,06:16:05,1461669365,18:18:42,1461712722,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-27,1461733200,32,25,27.7,36.8,25,30.2,23.1,76.47,1.27,,4.17,,,,,16.6,203.8,1008.7,69.5,10.3,,,0,06:15:58,1461755758,18:18:30,1461799110,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-28,1461819600,28,23.6,25.7,31.3,23.6,26.6,22.8,84.71,12.18,,8.33,,,,,11.2,170.1,1011.2,94.6,9.8,,,0,06:15:53,1461842153,18:18:19,1461885499,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-29,1461906000,31,25,27.5,36.6,25,30,23.3,78.16,0,,0,,,,,18.4,181.1,1009.6,82.7,10,,,0,06:15:47,1461928547,18:18:08,1461971888,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-04-30,1461992400,30,23,26.5,35.1,23,28.4,22.6,79.62,0,,0,,,,,16.6,188.8,1009.5,84.8,10.1,,,0,06:15:42,1462014942,18:17:58,1462058278,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-01,1462078800,29,25,26.4,32,25,27.4,22.3,78.79,0,,0,,,,,18.4,180.8,1011.2,86,10.1,,,0,06:15:38,1462101338,18:17:48,1462144668,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-02,1462165200,33,24,28.7,36.1,24,30.7,21.9,68.65,0,,0,,,,,16.6,177.8,1010.1,51.3,10,,,0,06:15:34,1462187734,18:17:39,1462231059,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-03,1462251600,33,25,28.7,38.1,25,30.8,21.8,67.54,0,,0,,,,,18.4,170.8,1010.3,43.1,10.4,,,0,06:15:31,1462274131,18:17:31,1462317451,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-04,1462338000,32,25,28.3,36.8,25,30.7,22.2,69.83,0.9,,4.17,,,,,20.5,157.6,1010.9,59.1,10,,,0,06:15:28,1462360528,18:17:23,1462403843,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-05,1462424400,33,24,28,36.1,24,29.6,21.3,68.32,0,,0,,,,,22.3,175.8,1010.1,53,10,,,0,06:15:26,1462446926,18:17:16,1462490236,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-06,1462510800,33,24,28.3,37,24,30,20.9,65.62,0,,0,,,,,22.3,155.2,1010.1,61.7,10.2,,,0,06:15:24,1462533324,18:17:09,1462576629,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-07,1462597200,31.2,25,27.5,35.8,25,29.4,22.3,73.69,0,,0,,,,,20.5,188.8,1010.5,77.9,10.2,,,0,06:15:23,1462619723,18:17:03,1462663023,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-08,1462683600,31,25,27.4,35.5,25,29.5,22.1,73.21,0,,0,,,,,16.6,161.2,1010.7,81.5,10.3,,,0,06:15:22,1462706122,18:16:57,1462749417,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-09,1462770000,33,26,28.5,36.1,26,30.3,20.7,63.29,0,,0,,,,,14.8,194.2,1010.7,83.6,10.7,,,0,06:15:22,1462792522,18:16:53,1462835813,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-10,1462856400,31,25,27.6,34.6,25,29.5,21.9,71.53,3,,4.17,,,,,16.6,173.9,1012.1,82.8,10.1,,,0,06:15:22,1462878922,18:16:48,1462922208,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-11,1462942800,32.8,24.7,28.3,36.8,24.7,30.5,21.7,68.19,0,,0,,,,,24.1,156.1,1010.8,48.2,10.4,,,0,06:15:23,1462965323,18:16:45,1463008605,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-12,1463029200,33,24,28.2,37,24,30.1,21.2,66.67,0,,0,,,,,20.5,148.9,1009.6,35.5,10.5,,,0,06:15:24,1463051724,18:16:42,1463095002,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-13,1463115600,32,24,27.2,35.8,24,29.1,22.2,74.58,0,,0,,,,,24.1,203.8,1009.6,76.1,10,,,0,06:15:26,1463138126,18:16:39,1463181399,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-14,1463202000,31,25,27.4,34.6,25,29.1,21.6,71.08,0,,0,,,,,20.5,172.7,1009.9,59.9,10.4,,,0,06:15:29,1463224529,18:16:38,1463267798,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-15,1463288400,33.6,24,28.6,38,24,30.6,20.9,63.62,0,,0,,,,,22.3,186.4,1007.3,28.3,10.5,,,0,06:15:32,1463310932,18:16:36,1463354196,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-16,1463374800,30,24,27.2,34.2,24,28.9,21.8,72.62,0,,0,,,,,20.5,193.2,1009.4,80.2,10.1,,,0,06:15:35,1463397335,18:16:36,1463440596,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-17,1463461200,32,25,27.8,35.8,25,29.6,20.9,66.52,0,,0,,,,,20.2,156.4,1010.6,82.8,10,,,0,06:15:39,1463483739,18:16:36,1463526996,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-18,1463547600,31,24,27.9,34.6,24,29.5,20.8,65.74,0,,0,,,,,16.6,183,1009.9,79.1,10.2,,,0,06:15:44,1463570144,18:16:36,1463613396,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-19,1463634000,31.9,25,27.7,35.8,25,29.4,21,67.36,0,,0,,,,,22.3,163.5,1009.7,67.4,10,,,0,06:15:49,1463656549,18:16:38,1463699798,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-20,1463720400,33,25,28.4,36.1,25,30,20.3,62.12,0,,0,,,,,20.5,204.6,1009.6,65.7,10,,,0,06:15:54,1463742954,18:16:40,1463786200,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-21,1463806800,33,24.9,28.9,36.1,24.9,30.3,20.2,60.4,0,,0,,,,,22.3,203.4,1009.7,32.5,10.7,,,0,06:16:00,1463829360,18:16:42,1463872602,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-22,1463893200,34,24,28.2,38.3,24,30,21.2,66.87,0,,0,,,,,25.9,147.5,1009.3,25.9,10.3,,,0,06:16:06,1463915766,18:16:45,1463959005,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-23,1463979600,33,23,27.5,37,23,29.2,20.7,67.46,0,,0,,,,,22.3,179.3,1009,53.1,10,,,0,06:16:13,1464002173,18:16:48,1464045408,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-24,1464066000,32,24,27.5,35,24,28.8,20.3,65.46,0.1,,4.17,,,,,22.1,204.7,1012.4,74,10.2,,,0,06:16:21,1464088581,18:16:53,1464131813,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-25,1464152400,32.1,25.8,28.4,35.8,25.8,30,20.3,61.85,0,,0,,,,,20.5,208.6,1011.7,56.4,10.2,,,0,06:16:29,1464174989,18:16:57,1464218217,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-26,1464238800,32,24,27.4,35.8,24,28.6,20.4,66.38,0,,0,,,,,25.9,199.2,1011,55.4,10.2,,,0,06:16:37,1464261397,18:17:02,1464304622,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-27,1464325200,30.2,23,26.8,32.8,23,27.9,19.9,66.89,0,,0,,,,,25.9,206.6,1009.9,54.5,10.6,,,0,06:16:45,1464347805,18:17:08,1464391028,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-28,1464411600,32,23,27,34.2,23,28,19.8,65.92,0,,0,,,,,22.3,201.9,1011.9,63.4,10.1,,,0,06:16:54,1464434214,18:17:14,1464477434,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-29,1464498000,32,23,27.6,35.8,23,29,20.3,65.59,0,,0,,,,,20.5,190,1011.9,51.9,10.5,,,0,06:17:04,1464520624,18:17:21,1464563841,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-30,1464584400,32,24,27.2,35.8,24,28.5,20.1,65.98,0,,0,,,,,25.9,195.1,1010.1,57.8,10.2,,,0,06:17:14,1464607034,18:17:28,1464650248,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-05-31,1464670800,32,23,27.2,35.8,23,28.5,19.7,64.58,0,,0,,,,,25.9,138.9,1010.2,65.6,10,,,0,06:17:24,1464693444,18:17:36,1464736656,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-01,1464757200,31,23,26.7,33.7,23,27.5,19.4,65.3,0.6,,4.17,,,,,24.1,204.4,1010.3,77.3,10.6,,,0,06:17:34,1464779854,18:17:44,1464823064,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-02,1464843600,29.2,24,26.6,31.7,24,27.6,20.2,68.52,0,,0,,,,,16.6,155.9,1012.5,89.1,10.1,,,0,06:17:45,1464866265,18:17:52,1464909472,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-03,1464930000,31,24,27,34.6,24,28.5,21,70.2,0.1,,4.35,,,,,24.1,184.4,1010.5,87.9,10,,,0,06:17:56,1464952676,18:18:01,1464995881,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-04,1465016400,32,24,27.2,34.2,24,28.6,20.2,66.05,0,,0,,,,,14.8,163,1009.5,86.3,10.2,,,0,06:18:08,1465039088,18:18:11,1465082291,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-05,1465102800,28,23.8,25.4,30.1,23.8,25.9,20.5,74.36,0,,0,,,,,20.5,212.1,1011.3,88.1,10,,,0,06:18:19,1465125499,18:18:21,1465168701,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-06,1465189200,28,23.8,25.5,30.1,23.8,26.2,19.8,70.94,0,,0,,,,,18.4,202.6,1012.1,83,10.1,,,0,06:18:31,1465211911,18:18:31,1465255111,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""84204099999"""", """"SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
guayaquil,unknown,2016-06-07,1465275600,31.1,21,25.9,33.7,21,27,20.5,73.24,0,,0,,,,,22.3,190,1012.4,36.1,10,,,0,06:18:44,1465298324,18:18:41,1465341521,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""SEGU"""", """"84202099999"""", """"84203099999"""")",obs,-2.1596,-79.9283,0,1
