"","0","1","2","3","4","5","6","year","week"
"2326","Deutschland","Laura","40 / 48","30 /34","24/36","32 / 40","","2021","12"
"2327","Deutschland","Leyla","","30 /34","24/26","32 / 40","","2021","12"
"2328","Deutschland","Lilly","","32 / 36","","","","2021","12"
"2329","Deutschland","Linda","32 / 40","","24 / 26","32 / 40","","2021","12"
"2330","Deutschland","Madeira","40 / 48","","","","","2021","12"
"2331","Deutschland","Marabel","","34/44","","28 / 40","22 / 28","2021","12"
"2332","Deutschland","Nicola","","","","","24 / 28","2021","12"
"2333","Deutschland","Sieglinde","","","56/60","","48 / 56","2021","12"
"2334","Frankreich","Agata","70 / 87","80/100","","","","2021","12"
"2335","Frankreich","Cherie","96 / 104","","","","","2021","12"
"2336","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","13"
"2337","","","","Speisefrühkartoffeln","","","","2021","13"
"2338","Italien","Annabelle","108 / 144","","","","104 / 120","2021","13"
"2339","Italien","Sieglinde","96 / 144","84 /128","108 / 112","","104 / 120","2021","13"
"2340","Italien","Spunta","96 / 144","96 / 104","","","96 / 112","2021","13"
"2341","Marokko","Nicola","53 / 60","80","","","77 / 83","2021","13"
"2342","Zypern","Annabelle","88 / 108","88 / 100","84/92","94/102","88 / 96","2021","13"
"2343","Zypern","La Vie","","106","","96 / 100","","2021","13"
"2344","Zypern","Sieglinde","","","","100 / 116","","2021","13"
"2345","Zypern","Spunta","","76 / 80","84","","","2021","13"
"2346","","","","Speiselagerkartoffeln","","","","2021","13"
"2347","Deutschland","Afra","40 / 48","","24/26","32 / 40","","2021","13"
"2348","Deutschland","Agria","","30 / 32","","","24 / 28","2021","13"
"2349","Deutschland","Allians","","34 / 40","","32 /40","","2021","13"
"2350","Deutschland","Annabelle","32 / 40","34 / 40","","28 /48","24 / 32","2021","13"
"2351","Deutschland","Belana","40 / 48","34 /40","24/26","32 /40","","2021","13"
"2352","Deutschland","Bintje","","","","","26 / 28","2021","13"
"2353","Deutschland","Cilena","32 / 48","","","","","2021","13"
"2354","Deutschland","Ditta","","","","","24 / 28","2021","13"
"2355","Deutschland","Goldmarie","","36 / 40","","","","2021","13"
"2356","Deutschland","Laura","40 / 48","30 / 34","24/36","32 / 40","","2021","13"
"2357","Deutschland","Leyla","","30 / 34","24/26","32 / 40","","2021","13"
"2358","Deutschland","Linda","32 / 40","","24/26","32 / 40","","2021","13"
"2359","Deutschland","Madeira","40 / 48","","","","","2021","13"
"2360","Deutschland","Marabel","","34/44","","28 /40","22 / 28","2021","13"
"2361","Deutschland","Nicola","","","","","24 / 28","2021","13"
"2362","Deutschland","Sieglinde","","","","","48 / 56","2021","13"
"2363","Frankreich","Agata","60 / 87","80/100","","","","2021","13"
"2364","Frankreich","Cherie","96 / 104","","","","","2021","13"
"2365","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","14"
"2366","","","","Speisefrühkartoffeln","","","","2021","14"
"2367","Italien","Annabelle","108 / 128","","","","","2021","14"
"2368","Italien","Sieglinde","96 / 128","112 / 120","104/112","","","2021","14"
"2369","Italien","Spunta","96 / 128","96 / 112","","","","2021","14"
"2370","Marokko","Nicola","","77 / 80","","","","2021","14"
"2371","Zypern","Annabelle","88 / 104","88 / 96","84/92","","","2021","14"
"2372","Zypern","La Vie","","102","","","","2021","14"
"2373","Zypern","Spunta","","76 / 80","84","","","2021","14"
"2374","","","","Speiselagerkartoffeln","","","","2021","14"
"2375","Deutschland","Afra","40 / 48","","24/26","","","2021","14"
"2376","Deutschland","Agria","","30 / 32","","","","2021","14"
"2377","Deutschland","Allians","","34 / 40","","","","2021","14"
"2378","Deutschland","Annabelle","32 / 40","34 / 40","","","","2021","14"
"2379","Deutschland","Belana","40 / 48","34 / 40","24/26","","","2021","14"
"2380","Deutschland","Cilena","32 / 48","","","","","2021","14"
"2381","Deutschland","Goldmarie","","36 / 40","","","","2021","14"
"2382","Deutschland","Laura","40 / 48","30 / 34","24/36","","","2021","14"
"2383","Deutschland","Leyla","","30 / 34","24 /26","","","2021","14"
"2384","Deutschland","Linda","32 / 40","","24 /26","","","2021","14"
"2385","Deutschland","Madeira","40 / 48","","","","","2021","14"
"2386","Deutschland","Marabel","","34 / 44","","","","2021","14"
"2387","Frankreich","Agata","73/87","80 / 100","","","","2021","14"
"2388","Frankreich","Cherie","96 / 104","","","","","2021","14"
"2389","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","15"
"2390","","","","Speisefrühkartoffeln","","","","2021","15"
"2391","Italien","Annabelle","108 / 128","","","","","2021","15"
"2392","Italien","Sieglinde","96 / 128","104 / 120","100/104","100 / 116","","2021","15"
"2393","Italien","Spunta","96 / 128","100 / 112","92","","","2021","15"
"2394","Marokko","Nicola","90 / 110","67","","","","2021","15"
"2395","Spanien","Liseta","","105","","","","2021","15"
"2396","Zypern","Annabelle","88 / 108","88 / 96","84 / 92","94 / 102","","2021","15"
"2397","Zypern","La Vie","","102","","96 / 100","","2021","15"
"2398","Zypern","Spunta","","76 / 80","84","","","2021","15"
"2399","","","","Speiselagerkartoffeln","","","","2021","15"
"2400","Deutschland","Afra","40 / 48","","24/26","32 / 40","","2021","15"
"2401","Deutschland","Agria","","30 / 34","","","","2021","15"
"2402","Deutschland","Allians","","34 / 40","","32 / 40","","2021","15"
"2403","Deutschland","Annabelle","64 / 80","34 / 40","","28 / 48","","2021","15"
"2404","Deutschland","Belana","40 / 48","34 / 40","24/26","32 / 40","","2021","15"
"2405","Deutschland","Cilena","32 / 48","","","","","2021","15"
"2406","Deutschland","Goldmarie","","36 / 40","","","","2021","15"
"2407","Deutschland","Laura","40 / 48","32 / 34","24 / 36","32 / 40","","2021","15"
"2408","Deutschland","Leyla","","32 / 34","24 / 26","32 / 40","","2021","15"
"2409","Deutschland","Linda","32 / 40","","24 / 26","32 / 40","","2021","15"
"2410","Deutschland","Madeira","40 / 48","","","","","2021","15"
"2411","Deutschland","Marabel","","32 / 44","","28 / 40","","2021","15"
"2412","Frankreich","Agata","73 / 87","80 / 100","","","","2021","15"
"2413","Frankreich","Cherie","96 / 104","","","","","2021","15"
"2414","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","16"
"2415","","","","Speisefrühkartoffeln","","","","2021","16"
"2416","Italien","Annabelle","104 / 168","","","","84 / 100","2021","16"
"2417","Italien","Musica","104 / 128","","","","","2021","16"
"2418","Italien","Sieglinde","104 / 128","100 / 120","88/96","","84 / 100","2021","16"
"2419","Italien","Spunta","88 / 112","100 / 112","80","","80 / 96","2021","16"
"2420","Marokko","Nicola","53 / 100","67","","","67 / 83","2021","16"
"2421","Spanien","Liseta","","105","","","","2021","16"
"2422","Zypern","Annabelle","92 / 108","88 / 96","84/92","92/102","84 / 92","2021","16"
"2423","Zypern","La Vie","","102","","92 / 100","","2021","16"
"2424","Zypern","Sieglinde","","","","96/104","","2021","16"
"2425","Zypern","Spunta","","","84","","","2021","16"
"2426","","","","Speiselagerkartoffeln","","","","2021","16"
"2427","Deutschland","Afra","40 / 48","","24/26","32 / 40","","2021","16"
"2428","Deutschland","Agria","","30 / 34","","","24 / 28","2021","16"
"2429","Deutschland","Allians","","34 / 40","","32/40","","2021","16"
"2430","Deutschland","Annabelle","32 / 40","34 / 40","","28/48","24 / 36","2021","16"
"2431","Deutschland","Belana","40 / 48","34 / 40","24/26","32/40","","2021","16"
"2432","Deutschland","Bintje","","","","","26 / 30","2021","16"
"2433","Deutschland","Cilena","32 / 48","","","","","2021","16"
"2434","Deutschland","Ditta","","","","","24 / 28","2021","16"
"2435","Deutschland","Goldmarie","","36/40","","","","2021","16"
"2436","Deutschland","Laura","40 /48","32/34","24 / 36","32 / 40","","2021","16"
"2437","Deutschland","Leyla","","32 / 34","24 / 26","32 / 40","","2021","16"
"2438","Deutschland","Linda","32 / 40","","24 1/26","32 / 40","","2021","16"
"2439","Deutschland","Madeira","40 / 48","","","","","2021","16"
"2440","Deutschland","Marabel","","32 / 44","","28/40","24/28","2021","16"
"2441","Deutschland","Nicola","","","","","24 / 28","2021","16"
"2442","Deutschland","Sieglinde","","","","","48 / 56","2021","16"
"2443","Frankreich","Agata","73 / 87","80 / 100","","","","2021","16"
"2444","Frankreich","Cherie","96 / 104","","","","","2021","16"
"2445","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","17"
"2446","","","","Speisefrühkartoffeln","","","","2021","17"
"2447","Italien","Annabelle","104 / 128","","","","80 / 96","2021","17"
"2448","Italien","Musica","104 / 128","","","","","2021","17"
"2449","Italien","Sieglinde","104 / 128","100 / 112","80 / 88","","80 / 96","2021","17"
"2450","Italien","Spunta","88 / 112","100 / 112","64","","72 / 88","2021","17"
"2451","Marokko","Nicola","53 / 100","67","","","67 / 80","2021","17"
"2452","Spanien","Liseta","","105","","","","2021","17"
"2453","Zypern","Annabelle","92 / 108","88 / 96","84/92","92/100","84 / 92","2021","17"
"2454","Zypern","La Vie","","102","","92 / 100","","2021","17"
"2455","Zypern","Sieglinde","","","","92 / 104","","2021","17"
"2456","Zypern","Spunta","","","76 / 80","","","2021","17"
"2457","","","","Speiselagerkartoffeln","","","","2021","17"
"2458","Deutschland","Afra","40 / 48","","24/26","32 /40","","2021","17"
"2459","Deutschland","Agria","","30 / 34","","","24 / 28","2021","17"
"2460","Deutschland","Allians","","34 / 40","","32 /40","","2021","17"
"2461","Deutschland","Annabelle","64 / 80","34 / 40","","28 / 48","24 / 36","2021","17"
"2462","Deutschland","Belana","40 / 48","34 / 40","24/26","32 / 40","","2021","17"
"2463","Deutschland","Bintje","","","","","26 / 30","2021","17"
"2464","Deutschland","Cilena","32 / 48","","","","","2021","17"
"2465","Deutschland","Ditta","","","","","24 / 28","2021","17"
"2466","Deutschland","Goldmarie","","36 / 40","","","","2021","17"
"2467","Deutschland","Laura","40 / 48","32 / 34","24/36","32/40","","2021","17"
"2468","Deutschland","Leyla","","32 / 34","24/26","32 / 40","","2021","17"
"2469","Deutschland","Linda","32 / 40","","24/26","32/40","","2021","17"
"2470","Deutschland","Madeira","40 / 48","","","","","2021","17"
"2471","Deutschland","Marabel","","34 / 44","","28 /40","24 / 28","2021","17"
"2472","Deutschland","Nicola","","","","","24 / 28","2021","17"
"2473","Deutschland","Sieglinde","","","","","48 / 56","2021","17"
"2474","Frankreich","Agata","73 / 87","80/100","","","","2021","17"
"2475","Frankreich","Cherie","96 / 104","","","","","2021","17"
"2476","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","18"
"2477","","","","Speisefrühkartoffeln","","","","2021","18"
"2478","Italien","Annabelle","104 / 128","","","","80 / 96","2021","18"
"2479","Italien","Sieglinde","104 / 128","100 / 104","80 / 88","94 / 104","80 / 96","2021","18"
"2480","Italien","Spunta","88 / 112","84 / 104","64","","76 / 92","2021","18"
"2481","Marokko","Nicola","53 / 100","67","","","63 / 77","2021","18"
"2482","Spanien","Liseta","","105","","","","2021","18"
"2483","Zypern","Annabelle","88 / 108","80 / 96","76/ 84","92 / 100","84 / 92","2021","18"
"2484","Zypern","La Vie","","","","92 / 100","","2021","18"
"2485","Zypern","Spunta","","","76 / 80","","","2021","18"
"2486","","","","Speiselagerkartoffeln","","","","2021","18"
"2487","Deutschland","Afra","40 / 48","","24 / 26","32/40","","2021","18"
"2488","Deutschland","Agria","","30 / 34","","","24 / 28","2021","18"
"2489","Deutschland","Allians","","34 / 40","","32 / 40","","2021","18"
"2490","Deutschland","Annabelle","","34 / 40","","28/48","24 / 36","2021","18"
"2491","Deutschland","Belana","40 / 48","34 / 40","24/26","32/40","","2021","18"
"2492","Deutschland","Bintje","","","","","26 / 30","2021","18"
"2493","Deutschland","Cilena","32 / 48","","","","","2021","18"
"2494","Deutschland","Ditta","","","","","24 / 28","2021","18"
"2495","Deutschland","Goldmarie","","36 /40","","","","2021","18"
"2496","Deutschland","Laura","40 / 48","32/34","24 / 36","32 / 40","","2021","18"
"2497","Deutschland","Leyla","","32 / 34","24/26","32 / 40","","2021","18"
"2498","Deutschland","Linda","32 / 40","","24/26","32 / 40","","2021","18"
"2499","Deutschland","Madeira","40 / 48","","","","","2021","18"
"2500","Deutschland","Marabel","","34/44","","28/40","24 / 28","2021","18"
"2501","Deutschland","Nicola","","","","","24 / 28","2021","18"
"2502","Deutschland","Sieglinde","","","","","48 / 56","2021","18"
"2503","Frankreich","Agata","73 / 87","80/100","","","","2021","18"
"2504","Frankreich","Cherie","96 / 104","","","","","2021","18"
"2505","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","19"
"2506","","","","Speisefrühkartoffeln","","","","2021","19"
"2507","Italien","Annabelle","104 / 128","96","","","80 / 96","2021","19"
"2508","Italien","Musica","","96","","","","2021","19"
"2509","Italien","Sieglinde","104 / 128","96 / 104","80 / 88","94 / 104","80 / 88","2021","19"
"2510","Italien","Spunta","80 / 112","84 / 104","64","","72 / 88","2021","19"
"2511","Marokko","Nicola","53 / 100","67","","","67 / 73","2021","19"
"2512","Spanien","Liseta","","105","","","","2021","19"
"2513","Zypern","Annabelle","88 / 108","80 / 96","76 / 84","92 / 100","84 / 88","2021","19"
"2514","Zypern","La Vie","","","","92 / 100","","2021","19"
"2515","Zypern","Spunta","","","76 / 80","","","2021","19"
"2516","","","","Speiselagerkartoffeln","","","","2021","19"
"2517","Deutschland","Afra","40 / 48","","24 / 26","32 / 40","","2021","19"
"2518","Deutschland","Agria","","30 / 34","","","24 / 28","2021","19"
"2519","Deutschland","Allians","","34 / 40","","32 / 40","","2021","19"
"2520","Deutschland","Annabelle","","34 / 40","","28 / 48","24 / 36","2021","19"
"2521","Deutschland","Belana","40 / 48","34 / 40","24/26","32 / 40","","2021","19"
"2522","Deutschland","Bintje","","","","","26 / 28","2021","19"
"2523","Deutschland","Cilena","32 / 48","","","","","2021","19"
"2524","Deutschland","Ditta","","","","","24 / 28","2021","19"
"2525","Deutschland","Goldmarie","","36/40","","","","2021","19"
"2526","Deutschland","Laura","40 / 48","32/34","24/36","32 / 40","","2021","19"
"2527","Deutschland","Leyla","","32/34","24/26","32 / 40","","2021","19"
"2528","Deutschland","Linda","","","24 /26","32/40","","2021","19"
"2529","Deutschland","Madeira","40 / 48","","","","","2021","19"
"2530","Deutschland","Marabel","","34/44","","28 / 40","24/28","2021","19"
"2531","Deutschland","Nicola","","","","","24 /28","2021","19"
"2532","Deutschland","Sieglinde","","","","","48 / 52","2021","19"
"2533","Frankreich","Agata","73 / 87","80 / 100","","","","2021","19"
"2534","Frankreich","Cherie","96 / 104","","","","","2021","19"
"2535","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","20"
"2536","","","","Speisefrühkartoffeln","","","","2021","20"
"2537","Deutschland","Annabelle","","","104 / 108","","","2021","20"
"2538","Italien","Annabelle","104 / 128","96","","88 /92","76 / 96","2021","20"
"2539","Italien","Musica","","96","","","","2021","20"
"2540","Italien","Sieglinde","104 / 128","92 / 100","80 / 86","88 / 96","76 / 88","2021","20"
"2541","Italien","Spunta","80 / 112","84 /100","","","68 / 84","2021","20"
"2542","Marokko","Nicola","","67","","","60 / 73","2021","20"
"2543","Spanien","Liseta","","105","","","","2021","20"
"2544","Zypern","Allians","","","","84 / 92","","2021","20"
"2545","Zypern","Annabelle","84 / 108","70 / 96","76 / 90","84 / 100","80 / 88","2021","20"
"2546","Zypern","Isabelia","","","","88 / 92","","2021","20"
"2547","Zypern","La Vie","","","","84 /92","","2021","20"
"2548","Zypern","Spunta","","","76 / 80","","","2021","20"
"2549","","","","Speiselagerkartoffeln","","","","2021","20"
"2550","Deutschland","Afra","40 / 48","","24 / 26","34 / 40","","2021","20"
"2551","Deutschland","Agria","","","","","24 / 28","2021","20"
"2552","Deutschland","Allians","","","","34/40","","2021","20"
"2553","Deutschland","Annabelle","","34/40","","28 / 40","24 / 36","2021","20"
"2554","Deutschland","Belana","40 / 48","34/40","23/26","34/40","","2021","20"
"2555","Deutschland","Bintje","","","","","26 / 28","2021","20"
"2556","Deutschland","Cilena","32 / 48","","","","","2021","20"
"2557","Deutschland","Ditta","","","","","24 / 28","2021","20"
"2558","Deutschland","Glorietta","","","","34/40","","2021","20"
"2559","Deutschland","Laura","40 / 48","32 / 34","23 / 36","","","2021","20"
"2560","Deutschland","Leyla","","","23 / 26","","","2021","20"
"2561","Deutschland","Linda","","","23/26","","","2021","20"
"2562","Deutschland","Madeira","40 / 48","","","","","2021","20"
"2563","Deutschland","Marabel","","34/44","","34/40","24 / 28","2021","20"
"2564","Deutschland","Nicola","","","","","24 / 28","2021","20"
"2565","Deutschland","Sieglinde","","","","","48 / 52","2021","20"
"2566","Frankreich","Agata","73 / 87","88 / 96","","","","2021","20"
"2567","Frankreich","Cherie","96/104","","","","","2021","20"
"2568","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","21"
"2569","","","","Speisefrühkartoffeln","","","","2021","21"
"2570","Deutschland","Annabelle","96 / 104","100","88 / 96","","","2021","21"
"2571","Italien","Annabelle","88 / 128","","","88 / 92","68 / 80","2021","21"
"2572","Italien","Sieglinde","88 / 128","80 /92","76 / 84","88 / 96","72 / 84","2021","21"
"2573","Italien","Spunta","72 / 112","80 / 104","","","64 / 76","2021","21"
"2574","Marokko","Nicola","","","","","60 / 70","2021","21"
"2575","Zypern","Allians","","","","84 / 92","","2021","21"
"2576","Zypern","Annabelle","84 / 108","80 / 88","76 / 88","84 / 98","80 / 88","2021","21"
"2577","Zypern","Isabelia","","","","88 / 92","","2021","21"
"2578","Zypern","La Vie","","","","84 / 92","","2021","21"
"2579","","","","Speiselagerkartoffeln","","","","2021","21"
"2580","Deutschland","Afra","40 / 48","","24 / 26","34 / 40","","2021","21"
"2581","Deutschland","Agria","","","","","24 / 28","2021","21"
"2582","Deutschland","Allians","","","","34 / 40","","2021","21"
"2583","Deutschland","Annabelle","","34/40","","28/40","24 / 30","2021","21"
"2584","Deutschland","Belana","40 / 48","34 /40","23/26","34 / 40","","2021","21"
"2585","Deutschland","Bintje","","","","","26 / 28","2021","21"
"2586","Deutschland","Cilena","32 / 48","","","","","2021","21"
"2587","Deutschland","Ditta","","","","","24 / 28","2021","21"
"2588","Deutschland","Glorietta","","","","34/40","","2021","21"
"2589","Deutschland","Laura","40 / 48","34 / 36","23/26","","","2021","21"
"2590","Deutschland","Madeira","40 / 48","","","","","2021","21"
"2591","Deutschland","Marabel","","34/36","","34/40","24 / 28","2021","21"
"2592","Deutschland","Nicola","","","","","24 / 28","2021","21"
"2593","Deutschland","Sieglinde","","","","","48 / 52","2021","21"
"2594","Frankreich","Agata","44 / 52","","","","","2021","21"
"2595","Frankreich","Cherie","48 / 52","","","","","2021","21"
"2596","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","22"
"2597","","","","Speisefrühkartoffeln","","","","2021","22"
"2598","Deutschland","Annabelle","96 / 104","100","84/92","","","2021","22"
"2599","Deutschland","Berber","","96 / 98","80 / 88","","","2021","22"
"2600","Deutschland","Gloria","","","80 / 88","","","2021","22"
"2601","Deutschland","Leyla","","","80 / 88","","","2021","22"
"2602","Deutschland","Linda","","","80 / 88","","","2021","22"
"2603","Italien","Annabelle","80 / 120","","","88 / 92","68 / 80","2021","22"
"2604","Italien","Charlotte","128 / 152","","","","","2021","22"
"2605","Italien","Nicola","","","","","68 / 76","2021","22"
"2606","Italien","Sieglinde","80 / 120","96 / 100","74 / 80","88 / 96","72 / 84","2021","22"
"2607","Italien","Spunta","72 / 104","88 / 104","","","60 / 76","2021","22"
"2608","Marokko","Nicola","","","","","57 / 67","2021","22"
"2609","Zypern","Allians","","","","84 / 92","","2021","22"
"2610","Zypern","Annabelle","84 / 104","88 / 96","70 / 88","84 / 98","72 / 84","2021","22"
"2611","Zypern","Isabelia","","","","88 / 92","","2021","22"
"2612","Zypern","Vie","","","","84 / 92","","2021","22"
"2613","","","","Speiselagerkartoffeln","","","","2021","22"
"2614","Deutschland","Afra","40 / 48","","24/26","34 / 40","","2021","22"
"2615","Deutschland","Agria","","","","","24 /28","2021","22"
"2616","Deutschland","Allians","","","","34 / 40","","2021","22"
"2617","Deutschland","Annabelle","","40 / 42","","28 / 40","24 / 30","2021","22"
"2618","Deutschland","Belana","40 / 48","","23/26","34/40","","2021","22"
"2619","Deutschland","Bintje","","","","","26 / 28","2021","22"
"2620","Deutschland","Cilena","32 / 48","","","","","2021","22"
"2621","Deutschland","Glorietta","","","","34 / 40","","2021","22"
"2622","Deutschland","Jelly","","24","","","","2021","22"
"2623","Deutschland","Laura","40 / 48","","23/26","","","2021","22"
"2624","Deutschland","Madeira","40 / 48","","","","","2021","22"
"2625","Deutschland","Marabel","","24/38","","34/40","24/28","2021","22"
"2626","Deutschland","Sieglinde","","","","","48 / 52","2021","22"
"2627","Frankreich","Agata","44 / 52","","","","","2021","22"
"2628","Frankreich","Cherie","48 / 52","","","","","2021","22"
"2629","Frankreich","Santé","56 / 64","","","","","2021","22"
"2630","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","23"
"2631","","","","Speisefrühkartoffeln","","","","2021","23"
"2632","Deutschland","Annabelle","88 / 100","94 / 96","84 / 92","92 / 98","92 / 100","2021","23"
"2633","Deutschland","Berber","84 / 92","88 / 96","80 / 88","92 / 98","88 / 96","2021","23"
"2634","Deutschland","Gloria","","","80 / 88","","","2021","23"
"2635","Deutschland","Leyla","","","80 / 88","","","2021","23"
"2636","Deutschland","Linda","","","80 / 88","","","2021","23"
"2637","Griechenland","Spunta","60 / 64","","","","","2021","23"
"2638","Italien","Annabelle","40 / 60","","","76/84","68 / 76","2021","23"
"2639","Italien","Nicola","","","","","64 / 72","2021","23"
"2640","Italien","Sieglinde","40 / 60","86 / 94","74 / 80","76 / 84","68 / 80","2021","23"
"2641","Italien","Spunta","36 / 52","","","","60 / 72","2021","23"
"2642","Marokko","Nicola","","","","","53 / 63","2021","23"
"2643","Zypern","Allians","","","","72/84","","2021","23"
"2644","Zypern","Annabelle","76 / 104","80 / 86","70 / 88","72 / 94","64 / 76","2021","23"
"2645","","","","Speiselagerkartoffeln","","","","2021","23"
"2646","Deutschland","Afra","40/48","","24/26","","","2021","23"
"2647","Deutschland","Agria","","34 / 40","","","","2021","23"
"2648","Deutschland","Allians","","","","34 / 40","","2021","23"
"2649","Deutschland","Annabelle","","40 / 44","","28 / 40","28 /32","2021","23"
"2650","Deutschland","Belana","40 / 48","","23/26","34 / 40","","2021","23"
"2651","Deutschland","Bintje","","","","","28/30","2021","23"
"2652","Deutschland","Cilena","28 / 48","","","","","2021","23"
"2653","Deutschland","Laura","40 / 48","","23 / 26","","","2021","23"
"2654","Deutschland","Madeira","40 / 48","","","","","2021","23"
"2655","Deutschland","Marabel","","","","","26 / 30","2021","23"
"2656","Frankreich","Agata","73 / 87","","","","","2021","23"
"2657","Frankreich","Santé","93 / 107","","","","","2021","23"
"2658","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","24"
"2659","","","","Speisefrühkartoffeln","","","","2021","24"
"2660","Deutschland","Annabelle","84 / 96","88 / 96","76 / 84","92 / 98","84 / 92","2021","24"
"2661","Deutschland","Berber","80 / 88","84 / 96","76 / 84","92 / 98","84 / 88","2021","24"
"2662","Deutschland","Colombo","","72 / 80","","","","2021","24"
"2663","Deutschland","Gloria","","","76 /80","","","2021","24"
"2664","Deutschland","Leyla","","","76 / 84","","","2021","24"
"2665","Deutschland","Linda","","","76 /84","","","2021","24"
"2666","Griechenland","Spunta","52 / 60","","","","","2021","24"
"2667","Israel","Regina","140 / 150","","","","","2021","24"
"2668","Italien","Annabelle","80 / 112","","","76 / 84","68 / 76","2021","24"
"2669","Italien","Nicola","","","","","64 / 72","2021","24"
"2670","Italien","Sieglinde","80 / 112","80 / 96","64/72","76 / 84","68 / 80","2021","24"
"2671","Italien","Spunta","56 / 96","80 / 96","","","60 / 68","2021","24"
"2672","Spanien","Spunta","","85 / 90","","","","2021","24"
"2673","Zypern","Allians","","","","72 / 84","","2021","24"
"2674","Zypern","Annabelle","64 / 104","60 / 80","62 / 68","72 /92","60 / 72","2021","24"
"2675","","","","Speiselagerkartoffeln","","","","2021","24"
"2676","Deutschland","Afra","40 / 48","","","","","2021","24"
"2677","Deutschland","Allians","","","","34 / 40","","2021","24"
"2678","Deutschland","Annabelle","","34 /40","","28 / 44","34/38","2021","24"
"2679","Deutschland","Belana","40 / 48","34","23/26","34/40","","2021","24"
"2680","Deutschland","Bintje","","","","","30 / 34","2021","24"
"2681","Deutschland","Cilena","28 / 48","","","","","2021","24"
"2682","Deutschland","Laura","40 / 48","","","","","2021","24"
"2683","Deutschland","Marabel","","","","","28 / 32","2021","24"
"2684","Frankreich","Agata","73 / 87","","","","","2021","24"
"2685","Frankreich","Santé","93 / 107","","","","","2021","24"
"2686","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","25"
"2687","","","","Speisefrühkartoffeln","","","","2021","25"
"2688","Deutschland","Annabelle","76 / 88","80 / 86","68 / 76","92 / 98","80 / 88","2021","25"
"2689","Deutschland","Anuschka","","72","","","","2021","25"
"2690","Deutschland","Berber","76 / 88","76 / 86","68 / 72","92 / 98","72 / 80","2021","25"
"2691","Deutschland","Colombo","","72 / 80","","","","2021","25"
"2692","Deutschland","Gloria","","","68 / 72","","","2021","25"
"2693","Deutschland","Leyla","","","68 / 72","","","2021","25"
"2694","Deutschland","Linda","96 / 104","","70/74","","","2021","25"
"2695","Griechenland","Spunta","52 / 60","","","","","2021","25"
"2696","Israel","Regina","140 / 150","","","","","2021","25"
"2697","Italien","Annabelle","64 / 112","","","76 / 84","60 /72","2021","25"
"2698","Italien","Nicola","","","","","56 /72","2021","25"
"2699","Italien","Sieglinde","64 / 112","72/84","60 / 68","76 / 84","60 /72","2021","25"
"2700","Italien","Spunta","56 / 96","80","","","56 /68","2021","25"
"2701","Spanien","Spunta","","85 / 90","","","","2021","25"
"2702","Zypern","Allians","","","","72 / 84","","2021","25"
"2703","Zypern","Annabelle","64 / 80","50/72","56 / 64","72 / 92","60 / 68","2021","25"
"2704","Zypern","Marabel","56 / 72","","","","","2021","25"
"2705","","","","Speiselagerkartoffeln","","","","2021","25"
"2706","Deutschland","Afra","40 / 48","","","","","2021","25"
